customer_id;ticket_id;x;y;picking;x_y_date_time
c0;t11256874;29;20;0;2023-11-02 09:55:00
c0;t11256874;29;20;0;2023-11-02 09:55:01
c0;t11256874;29;19;0;2023-11-02 09:55:02
c0;t11256874;29;19;0;2023-11-02 09:55:03
c0;t11256874;29;18;0;2023-11-02 09:55:04
c0;t11256874;29;18;0;2023-11-02 09:55:05
c0;t11256874;28;18;0;2023-11-02 09:55:06
c0;t11256874;28;18;0;2023-11-02 09:55:07
c0;t11256874;27;18;1;2023-11-02 09:55:08
c0;t11256874;27;18;1;2023-11-02 09:55:09
c0;t11256874;27;18;1;2023-11-02 09:55:10
c0;t11256874;27;18;1;2023-11-02 09:55:11
c0;t11256874;27;18;1;2023-11-02 09:55:12
c0;t11256874;27;18;1;2023-11-02 09:55:13
c0;t11256874;27;18;1;2023-11-02 09:55:14
c0;t11256874;27;18;1;2023-11-02 09:55:15
c0;t11256874;27;18;1;2023-11-02 09:55:16
c0;t11256874;27;18;1;2023-11-02 09:55:17
c0;t11256874;27;18;1;2023-11-02 09:55:18
c0;t11256874;27;18;1;2023-11-02 09:55:19
c0;t11256874;27;18;1;2023-11-02 09:55:20
c0;t11256874;27;18;1;2023-11-02 09:55:21
c0;t11256874;27;18;1;2023-11-02 09:55:22
c0;t11256874;27;18;1;2023-11-02 09:55:23
c0;t11256874;27;18;1;2023-11-02 09:55:24
c0;t11256874;27;18;1;2023-11-02 09:55:25
c0;t11256874;27;18;1;2023-11-02 09:55:26
c0;t11256874;27;18;1;2023-11-02 09:55:27
c0;t11256874;27;18;1;2023-11-02 09:55:28
c0;t11256874;27;18;1;2023-11-02 09:55:29
c0;t11256874;27;18;1;2023-11-02 09:55:30
c0;t11256874;27;18;1;2023-11-02 09:55:31
c0;t11256874;27;18;1;2023-11-02 09:55:32
c0;t11256874;27;18;1;2023-11-02 09:55:33
c0;t11256874;27;18;1;2023-11-02 09:55:34
c0;t11256874;27;18;1;2023-11-02 09:55:35
c0;t11256874;27;18;1;2023-11-02 09:55:36
c0;t11256874;27;18;1;2023-11-02 09:55:37
c0;t11256874;27;18;1;2023-11-02 09:55:38
c0;t11256874;27;18;1;2023-11-02 09:55:39
c0;t11256874;27;18;0;2023-11-02 09:55:40
c0;t11256874;27;18;0;2023-11-02 09:55:41
c0;t11256874;27;19;0;2023-11-02 09:55:42
c0;t11256874;27;19;0;2023-11-02 09:55:43
c0;t11256874;28;19;0;2023-11-02 09:55:44
c0;t11256874;28;19;0;2023-11-02 09:55:45
c0;t11256874;29;19;0;2023-11-02 09:55:46
c0;t11256874;29;19;0;2023-11-02 09:55:47
c0;t11256874;30;19;0;2023-11-02 09:55:48
c0;t11256874;30;19;0;2023-11-02 09:55:49
c0;t11256874;31;19;0;2023-11-02 09:55:50
c0;t11256874;31;19;0;2023-11-02 09:55:51
c0;t11256874;32;19;0;2023-11-02 09:55:52
c0;t11256874;32;19;0;2023-11-02 09:55:53
c0;t11256874;33;19;1;2023-11-02 09:55:54
c0;t11256874;33;19;1;2023-11-02 09:55:55
c0;t11256874;33;19;1;2023-11-02 09:55:56
c0;t11256874;33;19;1;2023-11-02 09:55:57
c0;t11256874;33;19;1;2023-11-02 09:55:58
