customer_id;ticket_id;x;y;picking;x_y_date_time
c27;t11256901;29;20;0;2023-11-02 19:57:00
c27;t11256901;29;20;0;2023-11-02 19:57:01
c27;t11256901;29;19;0;2023-11-02 19:57:02
c27;t11256901;29;19;0;2023-11-02 19:57:03
c27;t11256901;29;18;0;2023-11-02 19:57:04
c27;t11256901;29;18;0;2023-11-02 19:57:05
c27;t11256901;29;17;0;2023-11-02 19:57:06
c27;t11256901;29;17;0;2023-11-02 19:57:07
c27;t11256901;29;16;0;2023-11-02 19:57:08
c27;t11256901;29;16;0;2023-11-02 19:57:09
c27;t11256901;30;16;0;2023-11-02 19:57:10
c27;t11256901;30;16;0;2023-11-02 19:57:11
c27;t11256901;31;16;0;2023-11-02 19:57:12
c27;t11256901;31;16;0;2023-11-02 19:57:13
c27;t11256901;32;16;1;2023-11-02 19:57:14
c27;t11256901;32;16;1;2023-11-02 19:57:15
c27;t11256901;32;16;1;2023-11-02 19:57:16
c27;t11256901;32;16;1;2023-11-02 19:57:17
c27;t11256901;32;16;1;2023-11-02 19:57:18
c27;t11256901;32;16;1;2023-11-02 19:57:19
c27;t11256901;32;16;1;2023-11-02 19:57:20
c27;t11256901;32;16;1;2023-11-02 19:57:21
c27;t11256901;32;16;1;2023-11-02 19:57:22
c27;t11256901;32;16;1;2023-11-02 19:57:23
c27;t11256901;32;16;1;2023-11-02 19:57:24
c27;t11256901;32;16;1;2023-11-02 19:57:25
c27;t11256901;32;16;1;2023-11-02 19:57:26
c27;t11256901;32;16;1;2023-11-02 19:57:27
c27;t11256901;32;16;1;2023-11-02 19:57:28
c27;t11256901;32;16;1;2023-11-02 19:57:29
c27;t11256901;32;16;1;2023-11-02 19:57:30
c27;t11256901;32;16;1;2023-11-02 19:57:31
c27;t11256901;32;16;1;2023-11-02 19:57:32
c27;t11256901;32;16;1;2023-11-02 19:57:33
c27;t11256901;32;16;1;2023-11-02 19:57:34
c27;t11256901;32;16;1;2023-11-02 19:57:35
c27;t11256901;32;16;1;2023-11-02 19:57:36
c27;t11256901;32;16;1;2023-11-02 19:57:37
c27;t11256901;32;16;1;2023-11-02 19:57:38
c27;t11256901;32;16;1;2023-11-02 19:57:39
c27;t11256901;32;16;1;2023-11-02 19:57:40
c27;t11256901;32;16;1;2023-11-02 19:57:41
c27;t11256901;32;16;1;2023-11-02 19:57:42
c27;t11256901;32;16;1;2023-11-02 19:57:43
