customer_id;ticket_id;x;y;picking;x_y_date_time
c82;t11256956;29;20;0;2023-11-02 09:27:00
c82;t11256956;29;20;0;2023-11-02 09:27:01
c82;t11256956;29;20;0;2023-11-02 09:27:02
c82;t11256956;29;20;0;2023-11-02 09:27:03
c82;t11256956;29;20;0;2023-11-02 09:27:04
c82;t11256956;29;20;0;2023-11-02 09:27:05
c82;t11256956;29;19;0;2023-11-02 09:27:06
c82;t11256956;29;19;0;2023-11-02 09:27:07
c82;t11256956;29;19;0;2023-11-02 09:27:08
c82;t11256956;29;19;0;2023-11-02 09:27:09
c82;t11256956;29;19;0;2023-11-02 09:27:10
c82;t11256956;29;19;0;2023-11-02 09:27:11
c82;t11256956;29;18;0;2023-11-02 09:27:12
c82;t11256956;29;18;0;2023-11-02 09:27:13
c82;t11256956;29;18;0;2023-11-02 09:27:14
c82;t11256956;29;18;0;2023-11-02 09:27:15
c82;t11256956;29;18;0;2023-11-02 09:27:16
c82;t11256956;29;18;0;2023-11-02 09:27:17
c82;t11256956;28;18;0;2023-11-02 09:27:18
c82;t11256956;28;18;0;2023-11-02 09:27:19
c82;t11256956;28;18;0;2023-11-02 09:27:20
c82;t11256956;28;18;0;2023-11-02 09:27:21
c82;t11256956;28;18;0;2023-11-02 09:27:22
c82;t11256956;28;18;0;2023-11-02 09:27:23
c82;t11256956;27;18;0;2023-11-02 09:27:24
c82;t11256956;27;18;0;2023-11-02 09:27:25
c82;t11256956;27;18;0;2023-11-02 09:27:26
c82;t11256956;27;18;0;2023-11-02 09:27:27
c82;t11256956;27;18;0;2023-11-02 09:27:28
c82;t11256956;27;18;0;2023-11-02 09:27:29
c82;t11256956;26;18;0;2023-11-02 09:27:30
c82;t11256956;26;18;0;2023-11-02 09:27:31
c82;t11256956;26;18;0;2023-11-02 09:27:32
c82;t11256956;26;18;0;2023-11-02 09:27:33
c82;t11256956;26;18;0;2023-11-02 09:27:34
c82;t11256956;26;18;0;2023-11-02 09:27:35
c82;t11256956;25;18;0;2023-11-02 09:27:36
c82;t11256956;25;18;0;2023-11-02 09:27:37
c82;t11256956;25;18;0;2023-11-02 09:27:38
c82;t11256956;25;18;0;2023-11-02 09:27:39
c82;t11256956;25;18;0;2023-11-02 09:27:40
c82;t11256956;25;18;0;2023-11-02 09:27:41
c82;t11256956;25;17;0;2023-11-02 09:27:42
c82;t11256956;25;17;0;2023-11-02 09:27:43
c82;t11256956;25;17;0;2023-11-02 09:27:44
c82;t11256956;25;17;0;2023-11-02 09:27:45
c82;t11256956;25;17;0;2023-11-02 09:27:46
c82;t11256956;25;17;0;2023-11-02 09:27:47
c82;t11256956;25;16;0;2023-11-02 09:27:48
c82;t11256956;25;16;0;2023-11-02 09:27:49
c82;t11256956;25;16;0;2023-11-02 09:27:50
c82;t11256956;25;16;0;2023-11-02 09:27:51
c82;t11256956;25;16;0;2023-11-02 09:27:52
c82;t11256956;25;16;0;2023-11-02 09:27:53
c82;t11256956;24;16;1;2023-11-02 09:27:54
c82;t11256956;24;16;1;2023-11-02 09:27:55
c82;t11256956;24;16;1;2023-11-02 09:27:56
c82;t11256956;24;16;1;2023-11-02 09:27:57
c82;t11256956;24;16;1;2023-11-02 09:27:58
c82;t11256956;24;16;1;2023-11-02 09:27:59
c82;t11256956;24;16;1;2023-11-02 09:28:00
c82;t11256956;24;16;1;2023-11-02 09:28:01
c82;t11256956;24;16;1;2023-11-02 09:28:02
c82;t11256956;24;16;1;2023-11-02 09:28:03
c82;t11256956;24;16;1;2023-11-02 09:28:04
c82;t11256956;24;16;1;2023-11-02 09:28:05
c82;t11256956;24;16;1;2023-11-02 09:28:06
c82;t11256956;24;16;1;2023-11-02 09:28:07
c82;t11256956;24;16;1;2023-11-02 09:28:08
