customer_id;ticket_id;x;y;picking;x_y_date_time
c90;t11256964;29;20;0;2023-11-02 12:03:00
c90;t11256964;29;20;0;2023-11-02 12:03:01
c90;t11256964;29;20;0;2023-11-02 12:03:02
c90;t11256964;29;20;0;2023-11-02 12:03:03
c90;t11256964;29;20;0;2023-11-02 12:03:04
c90;t11256964;29;20;0;2023-11-02 12:03:05
c90;t11256964;29;19;0;2023-11-02 12:03:06
c90;t11256964;29;19;0;2023-11-02 12:03:07
c90;t11256964;29;19;0;2023-11-02 12:03:08
c90;t11256964;29;19;0;2023-11-02 12:03:09
c90;t11256964;29;19;0;2023-11-02 12:03:10
c90;t11256964;29;19;0;2023-11-02 12:03:11
c90;t11256964;29;18;0;2023-11-02 12:03:12
c90;t11256964;29;18;0;2023-11-02 12:03:13
c90;t11256964;29;18;0;2023-11-02 12:03:14
c90;t11256964;29;18;0;2023-11-02 12:03:15
c90;t11256964;29;18;0;2023-11-02 12:03:16
c90;t11256964;29;18;0;2023-11-02 12:03:17
c90;t11256964;29;17;0;2023-11-02 12:03:18
c90;t11256964;29;17;0;2023-11-02 12:03:19
c90;t11256964;29;17;0;2023-11-02 12:03:20
c90;t11256964;29;17;0;2023-11-02 12:03:21
c90;t11256964;29;17;0;2023-11-02 12:03:22
c90;t11256964;29;17;0;2023-11-02 12:03:23
c90;t11256964;29;16;0;2023-11-02 12:03:24
c90;t11256964;29;16;0;2023-11-02 12:03:25
c90;t11256964;29;16;0;2023-11-02 12:03:26
c90;t11256964;29;16;0;2023-11-02 12:03:27
c90;t11256964;29;16;0;2023-11-02 12:03:28
c90;t11256964;29;16;0;2023-11-02 12:03:29
c90;t11256964;29;15;0;2023-11-02 12:03:30
c90;t11256964;29;15;0;2023-11-02 12:03:31
c90;t11256964;29;15;0;2023-11-02 12:03:32
c90;t11256964;29;15;0;2023-11-02 12:03:33
c90;t11256964;29;15;0;2023-11-02 12:03:34
c90;t11256964;29;15;0;2023-11-02 12:03:35
c90;t11256964;29;14;0;2023-11-02 12:03:36
c90;t11256964;29;14;0;2023-11-02 12:03:37
c90;t11256964;29;14;0;2023-11-02 12:03:38
c90;t11256964;29;14;0;2023-11-02 12:03:39
c90;t11256964;29;14;0;2023-11-02 12:03:40
c90;t11256964;29;14;0;2023-11-02 12:03:41
c90;t11256964;29;13;0;2023-11-02 12:03:42
c90;t11256964;29;13;0;2023-11-02 12:03:43
c90;t11256964;29;13;0;2023-11-02 12:03:44
c90;t11256964;29;13;0;2023-11-02 12:03:45
c90;t11256964;29;13;0;2023-11-02 12:03:46
c90;t11256964;29;13;0;2023-11-02 12:03:47
c90;t11256964;29;12;0;2023-11-02 12:03:48
c90;t11256964;29;12;0;2023-11-02 12:03:49
c90;t11256964;29;12;0;2023-11-02 12:03:50
c90;t11256964;29;12;0;2023-11-02 12:03:51
