enter_date_time;customer_id;article_id;quantity;ticket_id
2023-11-02 09:31:00;c50;a6551;1;t11256924
2023-11-02 09:31:00;c50;a8366;3;t11256924
2023-11-02 09:31:00;c50;a2407;1;t11256924
2023-11-02 09:31:00;c50;a2454;3;t11256924
2023-11-02 09:31:00;c50;a5177;2;t11256924
2023-11-02 09:31:00;c50;a1817;1;t11256924
2023-11-02 09:31:00;c50;a7551;4;t11256924
2023-11-02 09:31:00;c50;a7747;4;t11256924
2023-11-02 09:31:00;c50;a2459;5;t11256924
2023-11-02 09:31:00;c50;a8171;2;t11256924
2023-11-02 09:31:00;c50;a0236;5;t11256924
