enter_date_time;customer_id;article_id;quantity;ticket_id
2023-11-02 11:56:00;c6;a7044;1;t11256880
2023-11-02 11:56:00;c6;a8417;4;t11256880
2023-11-02 11:56:00;c6;a0225;2;t11256880
2023-11-02 11:56:00;c6;a7771;1;t11256880
2023-11-02 11:56:00;c6;a5037;3;t11256880
2023-11-02 11:56:00;c6;a4346;3;t11256880
2023-11-02 11:56:00;c6;a8215;5;t11256880
2023-11-02 11:56:00;c6;a0088024;3;t11256880
2023-11-02 11:56:00;c6;a8229;2;t11256880
2023-11-02 11:56:00;c6;a5179;1;t11256880
2023-11-02 11:56:00;c6;a3524;3;t11256880
2023-11-02 11:56:00;c6;a3067;5;t11256880
2023-11-02 11:56:00;c6;a5839;2;t11256880
2023-11-02 11:56:00;c6;a7579;4;t11256880
2023-11-02 11:56:00;c6;a8084;2;t11256880
2023-11-02 11:56:00;c6;a0020829;3;t11256880
2023-11-02 11:56:00;c6;a2352;3;t11256880
2023-11-02 11:56:00;c6;a7765;3;t11256880
2023-11-02 11:56:00;c6;a7633;2;t11256880
2023-11-02 11:56:00;c6;a3073;5;t11256880
2023-11-02 11:56:00;c6;a6251;2;t11256880
2023-11-02 11:56:00;c6;a7882;1;t11256880
2023-11-02 11:56:00;c6;a7650;1;t11256880
2023-11-02 11:56:00;c6;a2707;5;t11256880
