enter_date_time;customer_id;article_id;quantity;ticket_id
2023-11-02 11:25:00;c19;a2752;2;t11256893
2023-11-02 11:25:00;c19;a7516;4;t11256893
2023-11-02 11:25:00;c19;a6217;2;t11256893
2023-11-02 11:25:00;c19;a5898;4;t11256893
2023-11-02 11:25:00;c19;a0088024;4;t11256893
2023-11-02 11:25:00;c19;a7437;1;t11256893
2023-11-02 11:25:00;c19;a0232;3;t11256893
2023-11-02 11:25:00;c19;a8269;4;t11256893
2023-11-02 11:25:00;c19;a0302;2;t11256893
2023-11-02 11:25:00;c19;a7641;4;t11256893
2023-11-02 11:25:00;c19;a2925;1;t11256893
2023-11-02 11:25:00;c19;a7771;3;t11256893
2023-11-02 11:25:00;c19;a2352;4;t11256893
2023-11-02 11:25:00;c19;a7632;5;t11256893
2023-11-02 11:25:00;c19;a8963;1;t11256893
2023-11-02 11:25:00;c19;a0209;4;t11256893
2023-11-02 11:25:00;c19;a6408;3;t11256893
2023-11-02 11:25:00;c19;a7650;1;t11256893
2023-11-02 11:25:00;c19;a7616;3;t11256893
2023-11-02 11:25:00;c19;a5955;1;t11256893
2023-11-02 11:25:00;c19;a5835;5;t11256893
2023-11-02 11:25:00;c19;a8086;2;t11256893
