enter_date_time;customer_id;article_id;quantity;ticket_id
2023-11-02 19:57:00;c27;a8183;1;t11256901
2023-11-02 19:57:00;c27;a0020235;2;t11256901
2023-11-02 19:57:00;c27;a1817;1;t11256901
2023-11-02 19:57:00;c27;a8495;3;t11256901
2023-11-02 19:57:00;c27;a0223;5;t11256901
2023-11-02 19:57:00;c27;a6217;2;t11256901
2023-11-02 19:57:00;c27;a0021857;4;t11256901
2023-11-02 19:57:00;c27;a8296;4;t11256901
2023-11-02 19:57:00;c27;a8127;4;t11256901
2023-11-02 19:57:00;c27;a6295;1;t11256901
2023-11-02 19:57:00;c27;a8436;4;t11256901
2023-11-02 19:57:00;c27;a5129;4;t11256901
2023-11-02 19:57:00;c27;a7633;2;t11256901
2023-11-02 19:57:00;c27;a0020830;3;t11256901
2023-11-02 19:57:00;c27;a7437;1;t11256901
2023-11-02 19:57:00;c27;a5572;4;t11256901
2023-11-02 19:57:00;c27;a2007;5;t11256901
