enter_date_time,customer_id,article_id,quantity,ticket_id
2023-11-02 09:46:00,c31,a6407,1,t11256905
2023-11-02 09:46:00,c31,a0223,5,t11256905
2023-11-02 09:46:00,c31,a3524,3,t11256905
2023-11-02 09:46:00,c31,a0377,2,t11256905
2023-11-02 09:46:00,c31,a9196,2,t11256905
2023-11-02 09:46:00,c31,a8947,4,t11256905
2023-11-02 09:46:00,c31,a1618,1,t11256905
2023-11-02 09:46:00,c31,a2760,5,t11256905
2023-11-02 09:46:00,c31,a8171,4,t11256905
2023-11-02 09:46:00,c31,a6500,4,t11256905
2023-11-02 09:46:00,c31,a4355,2,t11256905
2023-11-02 09:46:00,c31,a8437,1,t11256905
2023-11-02 09:46:00,c31,a0091272,2,t11256905
2023-11-02 09:46:00,c31,a7633,2,t11256905
2023-11-02 09:46:00,c31,a8331,5,t11256905
2023-11-02 09:46:00,c31,a5870,4,t11256905
2023-11-02 09:46:00,c31,a3487,2,t11256905
2023-11-02 09:46:00,c31,a2876,3,t11256905
2023-11-02 09:46:00,c31,a0021857,4,t11256905
2023-11-02 09:46:00,c31,a2442,4,t11256905
2023-11-02 09:46:00,c31,a2007,1,t11256905
2023-11-02 09:46:00,c31,a7835,4,t11256905
2023-11-02 09:46:00,c31,a6217,2,t11256905
2023-11-02 09:46:00,c31,a5370,1,t11256905
2023-11-02 09:46:00,c31,a7678,5,t11256905
