enter_date_time,customer_id,article_id,quantity,ticket_id
2023-11-02 16:24:00,c79,a7744,1,t11256953
2023-11-02 16:24:00,c79,a7044,5,t11256953
2023-11-02 16:24:00,c79,a2089,3,t11256953
2023-11-02 16:24:00,c79,a8215,3,t11256953
2023-11-02 16:24:00,c79,a6500,2,t11256953
2023-11-02 16:24:00,c79,a5031,4,t11256953
2023-11-02 16:24:00,c79,a5797,3,t11256953
2023-11-02 16:24:00,c79,a7633,5,t11256953
2023-11-02 16:24:00,c79,a7840,2,t11256953
2023-11-02 16:24:00,c79,a2412,5,t11256953
2023-11-02 16:24:00,c79,a7551,5,t11256953
2023-11-02 16:24:00,c79,a4294,3,t11256953
2023-11-02 16:24:00,c79,a6407,1,t11256953
2023-11-02 16:24:00,c79,a7662,5,t11256953
2023-11-02 16:24:00,c79,a5177,3,t11256953
