enter_date_time;customer_id;article_id;quantity;ticket_id
2023-11-02 09:55:00;c0;a7876;1;t11256874
2023-11-02 09:55:00;c0;a8921;5;t11256874
2023-11-02 09:55:00;c0;a3222;5;t11256874
2023-11-02 09:55:00;c0;a8216;5;t11256874
2023-11-02 09:55:00;c0;a8224;3;t11256874
2023-11-02 09:55:00;c0;a0091463;5;t11256874
2023-11-02 09:55:00;c0;a7683;3;t11256874
2023-11-02 09:55:00;c0;a8454;2;t11256874
2023-11-02 09:55:00;c0;a1817;4;t11256874
2023-11-02 09:55:00;c0;a4512;1;t11256874
2023-11-02 09:55:00;c0;a2021;4;t11256874
2023-11-02 09:55:00;c0;a2453;2;t11256874
2023-11-02 09:55:00;c0;a0021803;4;t11256874
2023-11-02 09:55:00;c0;a6407;5;t11256874
2023-11-02 09:55:00;c0;a5129;1;t11256874
2023-11-02 09:55:00;c0;a2099;3;t11256874
2023-11-02 09:55:00;c0;a7369;4;t11256874
2023-11-02 09:55:00;c0;a4181;5;t11256874
2023-11-02 09:55:00;c0;a8447;1;t11256874
2023-11-02 09:55:00;c0;a0021857;3;t11256874
2023-11-02 09:55:00;c0;a9372;2;t11256874
2023-11-02 09:55:00;c0;a1602;2;t11256874
2023-11-02 09:55:00;c0;a7537;2;t11256874
