enter_date_time,customer_id,article_id,quantity,ticket_id
2023-11-02 11:27:00,c25,a7437,4,t11256899
2023-11-02 11:27:00,c25,a0209,5,t11256899
2023-11-02 11:27:00,c25,a5318,2,t11256899
2023-11-02 11:27:00,c25,a2407,1,t11256899
2023-11-02 11:27:00,c25,a0086903,4,t11256899
2023-11-02 11:27:00,c25,a8153,5,t11256899
2023-11-02 11:27:00,c25,a7629,4,t11256899
2023-11-02 11:27:00,c25,a2212,5,t11256899
2023-11-02 11:27:00,c25,a8229,2,t11256899
2023-11-02 11:27:00,c25,a0226,1,t11256899
2023-11-02 11:27:00,c25,a8111,4,t11256899
2023-11-02 11:27:00,c25,a7876,1,t11256899
2023-11-02 11:27:00,c25,a2089,5,t11256899
2023-11-02 11:27:00,c25,a3248,2,t11256899
2023-11-02 11:27:00,c25,a6253,2,t11256899
2023-11-02 11:27:00,c25,a8296,4,t11256899
2023-11-02 11:27:00,c25,a7338,2,t11256899
2023-11-02 11:27:00,c25,a1834,2,t11256899
2023-11-02 11:27:00,c25,a5902,1,t11256899
2023-11-02 11:27:00,c25,a0021857,1,t11256899
2023-11-02 11:27:00,c25,a8269,4,t11256899
2023-11-02 11:27:00,c25,a0242,3,t11256899
