enter_date_time;customer_id;article_id;quantity;ticket_id
2023-11-02 09:27:00;c82;a2925;3;t11256956
2023-11-02 09:27:00;c82;a8229;5;t11256956
2023-11-02 09:27:00;c82;a9288;5;t11256956
2023-11-02 09:27:00;c82;a6143;1;t11256956
2023-11-02 09:27:00;c82;a7641;2;t11256956
2023-11-02 09:27:00;c82;a7765;1;t11256956
2023-11-02 09:27:00;c82;a8433;1;t11256956
2023-11-02 09:27:00;c82;a6253;4;t11256956
2023-11-02 09:27:00;c82;a5179;1;t11256956
2023-11-02 09:27:00;c82;a3067;5;t11256956
2023-11-02 09:27:00;c82;a2400;2;t11256956
2023-11-02 09:27:00;c82;a8402;2;t11256956
2023-11-02 09:27:00;c82;a5898;1;t11256956
2023-11-02 09:27:00;c82;a3248;2;t11256956
