enter_date_time,customer_id,article_id,quantity,ticket_id
2023-11-02 18:04:00,c36,a2884,5,t11256910
2023-11-02 18:04:00,c36,a8092,3,t11256910
2023-11-02 18:04:00,c36,a3580,3,t11256910
2023-11-02 18:04:00,c36,a6170,5,t11256910
2023-11-02 18:04:00,c36,a5920,2,t11256910
2023-11-02 18:04:00,c36,a7660,1,t11256910
2023-11-02 18:04:00,c36,a3091,3,t11256910
2023-11-02 18:04:00,c36,a0232,4,t11256910
2023-11-02 18:04:00,c36,a7516,4,t11256910
2023-11-02 18:04:00,c36,a9469,5,t11256910
2023-11-02 18:04:00,c36,a2442,3,t11256910
2023-11-02 18:04:00,c36,a4514,3,t11256910
2023-11-02 18:04:00,c36,a8436,1,t11256910
