enter_date_time,customer_id,article_id,quantity,ticket_id
2023-11-02 11:06:00,c99,a6330,2,t11256973
2023-11-02 11:06:00,c99,a8000,1,t11256973
2023-11-02 11:06:00,c99,a8331,1,t11256973
2023-11-02 11:06:00,c99,a8153,3,t11256973
2023-11-02 11:06:00,c99,a8175,1,t11256973
2023-11-02 11:06:00,c99,a7437,3,t11256973
2023-11-02 11:06:00,c99,a8411,1,t11256973
2023-11-02 11:06:00,c99,a3487,5,t11256973
2023-11-02 11:06:00,c99,a0090927,5,t11256973
2023-11-02 11:06:00,c99,a2687,4,t11256973
2023-11-02 11:06:00,c99,a1623,2,t11256973
2023-11-02 11:06:00,c99,a0211,1,t11256973
2023-11-02 11:06:00,c99,a7696,3,t11256973
2023-11-02 11:06:00,c99,a6100,5,t11256973
2023-11-02 11:06:00,c99,a5304,4,t11256973
2023-11-02 11:06:00,c99,a7070,1,t11256973
