enter_date_time,customer_id,article_id,quantity,ticket_id
2023-11-02 13:06:00,c22,a7043,5,t11256896
2023-11-02 13:06:00,c22,a1801,1,t11256896
2023-11-02 13:06:00,c22,a2606,1,t11256896
2023-11-02 13:06:00,c22,a8380,3,t11256896
2023-11-02 13:06:00,c22,a8433,4,t11256896
2023-11-02 13:06:00,c22,a8114,2,t11256896
2023-11-02 13:06:00,c22,a0361,3,t11256896
2023-11-02 13:06:00,c22,a9127,5,t11256896
2023-11-02 13:06:00,c22,a8183,4,t11256896
2023-11-02 13:06:00,c22,a2400,4,t11256896
2023-11-02 13:06:00,c22,a0086924,1,t11256896
2023-11-02 13:06:00,c22,a0021803,4,t11256896
2023-11-02 13:06:00,c22,a6143,2,t11256896
2023-11-02 13:06:00,c22,a7790,1,t11256896
2023-11-02 13:06:00,c22,a4181,3,t11256896
