enter_date_time;customer_id;article_id;quantity;ticket_id
2023-11-02 16:51:00;c12;a8433;5;t11256886
2023-11-02 16:51:00;c12;a8084;4;t11256886
2023-11-02 16:51:00;c12;a0322;3;t11256886
2023-11-02 16:51:00;c12;a6255;3;t11256886
2023-11-02 16:51:00;c12;a8000;3;t11256886
2023-11-02 16:51:00;c12;a8177;1;t11256886
2023-11-02 16:51:00;c12;a8127;5;t11256886
2023-11-02 16:51:00;c12;a7848;3;t11256886
2023-11-02 16:51:00;c12;a1608;5;t11256886
2023-11-02 16:51:00;c12;a7842;2;t11256886
2023-11-02 16:51:00;c12;a7437;1;t11256886
2023-11-02 16:51:00;c12;a6251;3;t11256886
2023-11-02 16:51:00;c12;a7551;2;t11256886
2023-11-02 16:51:00;c12;a2535;5;t11256886
2023-11-02 16:51:00;c12;a7762;4;t11256886
2023-11-02 16:51:00;c12;a7744;3;t11256886
2023-11-02 16:51:00;c12;a5233;4;t11256886
2023-11-02 16:51:00;c12;a2131;2;t11256886
2023-11-02 16:51:00;c12;a0020830;3;t11256886
2023-11-02 16:51:00;c12;a8963;5;t11256886
2023-11-02 16:51:00;c12;a0232;2;t11256886
2023-11-02 16:51:00;c12;a0021384;4;t11256886
2023-11-02 16:51:00;c12;a2352;3;t11256886
