enter_date_time,customer_id,article_id,quantity,ticket_id
2023-11-02 16:59:00,c77,a9196,3,t11256951
2023-11-02 16:59:00,c77,a6251,3,t11256951
2023-11-02 16:59:00,c77,a7382,3,t11256951
2023-11-02 16:59:00,c77,a7840,3,t11256951
2023-11-02 16:59:00,c77,a7885,5,t11256951
2023-11-02 16:59:00,c77,a7629,1,t11256951
2023-11-02 16:59:00,c77,a0322,5,t11256951
2023-11-02 16:59:00,c77,a2876,4,t11256951
2023-11-02 16:59:00,c77,a8443,3,t11256951
2023-11-02 16:59:00,c77,a6117,3,t11256951
2023-11-02 16:59:00,c77,a7838,5,t11256951
2023-11-02 16:59:00,c77,a1641,3,t11256951
2023-11-02 16:59:00,c77,a2412,2,t11256951
2023-11-02 16:59:00,c77,a5920,1,t11256951
2023-11-02 16:59:00,c77,a8084,5,t11256951
2023-11-02 16:59:00,c77,a8133,5,t11256951
2023-11-02 16:59:00,c77,a7294,5,t11256951
2023-11-02 16:59:00,c77,a2443,3,t11256951
2023-11-02 16:59:00,c77,a5370,5,t11256951
2023-11-02 16:59:00,c77,a5983,1,t11256951
