enter_date_time;customer_id;article_id;quantity;ticket_id
2023-11-02 19:40:00;c84;a0087147;3;t11256958
2023-11-02 19:40:00;c84;a7551;1;t11256958
2023-11-02 19:40:00;c84;a8187;1;t11256958
2023-11-02 19:40:00;c84;a5361;2;t11256958
2023-11-02 19:40:00;c84;a5128;3;t11256958
2023-11-02 19:40:00;c84;a2737;1;t11256958
2023-11-02 19:40:00;c84;a2061;3;t11256958
2023-11-02 19:40:00;c84;a3066;5;t11256958
2023-11-02 19:40:00;c84;a0086924;5;t11256958
2023-11-02 19:40:00;c84;a5983;1;t11256958
2023-11-02 19:40:00;c84;a8084;1;t11256958
2023-11-02 19:40:00;c84;a6252;2;t11256958
2023-11-02 19:40:00;c84;a7842;5;t11256958
2023-11-02 19:40:00;c84;a7742;4;t11256958
2023-11-02 19:40:00;c84;a6628;1;t11256958
2023-11-02 19:40:00;c84;a0020647;5;t11256958
2023-11-02 19:40:00;c84;a0088096;5;t11256958
2023-11-02 19:40:00;c84;a7639;2;t11256958
2023-11-02 19:40:00;c84;a2099;1;t11256958
2023-11-02 19:40:00;c84;a5898;1;t11256958
2023-11-02 19:40:00;c84;a5861;3;t11256958
2023-11-02 19:40:00;c84;a4493;4;t11256958
2023-11-02 19:40:00;c84;a4294;5;t11256958
