enter_date_time;customer_id;article_id;quantity;ticket_id
2023-11-02 19:45:00;c35;a8215;3;t11256909
2023-11-02 19:45:00;c35;a7838;4;t11256909
2023-11-02 19:45:00;c35;a9127;1;t11256909
2023-11-02 19:45:00;c35;a3487;5;t11256909
2023-11-02 19:45:00;c35;a6400;5;t11256909
2023-11-02 19:45:00;c35;a8111;4;t11256909
2023-11-02 19:45:00;c35;a7882;1;t11256909
2023-11-02 19:45:00;c35;a6500;5;t11256909
2023-11-02 19:45:00;c35;a2752;3;t11256909
2023-11-02 19:45:00;c35;a5983;4;t11256909
2023-11-02 19:45:00;c35;a3066;2;t11256909
2023-11-02 19:45:00;c35;a1813;2;t11256909
2023-11-02 19:45:00;c35;a7663;1;t11256909
2023-11-02 19:45:00;c35;a8110;5;t11256909
2023-11-02 19:45:00;c35;a2352;1;t11256909
2023-11-02 19:45:00;c35;a1801;5;t11256909
2023-11-02 19:45:00;c35;a0021803;1;t11256909
2023-11-02 19:45:00;c35;a9050;2;t11256909
2023-11-02 19:45:00;c35;a8331;3;t11256909
2023-11-02 19:45:00;c35;a2407;5;t11256909
