enter_date_time;customer_id;article_id;quantity;ticket_id
2023-11-02 19:44:00;c83;a8086;3;t11256957
2023-11-02 19:44:00;c83;a6400;3;t11256957
2023-11-02 19:44:00;c83;a8171;1;t11256957
2023-11-02 19:44:00;c83;a1808;3;t11256957
2023-11-02 19:44:00;c83;a7589;1;t11256957
2023-11-02 19:44:00;c83;a0225;4;t11256957
2023-11-02 19:44:00;c83;a7835;1;t11256957
2023-11-02 19:44:00;c83;a4180;4;t11256957
2023-11-02 19:44:00;c83;a7692;5;t11256957
2023-11-02 19:44:00;c83;a5031;3;t11256957
2023-11-02 19:44:00;c83;a8214;2;t11256957
2023-11-02 19:44:00;c83;a2221;3;t11256957
2023-11-02 19:44:00;c83;a5824;2;t11256957
2023-11-02 19:44:00;c83;a2008;4;t11256957
