enter_date_time,customer_id,article_id,quantity,ticket_id
2023-11-02 16:21:00,c93,a7044,3,t11256967
2023-11-02 16:21:00,c93,a0088096,2,t11256967
2023-11-02 16:21:00,c93,a9318,3,t11256967
2023-11-02 16:21:00,c93,a7516,5,t11256967
2023-11-02 16:21:00,c93,a6534,4,t11256967
2023-11-02 16:21:00,c93,a6628,5,t11256967
2023-11-02 16:21:00,c93,a0091272,4,t11256967
2023-11-02 16:21:00,c93,a5920,2,t11256967
2023-11-02 16:21:00,c93,a7883,2,t11256967
2023-11-02 16:21:00,c93,a7882,1,t11256967
2023-11-02 16:21:00,c93,a7840,4,t11256967
2023-11-02 16:21:00,c93,a1620,2,t11256967
2023-11-02 16:21:00,c93,a3248,5,t11256967
