enter_date_time;customer_id;article_id;quantity;ticket_id
2023-11-02 18:02:00;c73;a7551;5;t11256947
2023-11-02 18:02:00;c73;a8411;5;t11256947
2023-11-02 18:02:00;c73;a3248;5;t11256947
2023-11-02 18:02:00;c73;a2352;3;t11256947
2023-11-02 18:02:00;c73;a6255;3;t11256947
2023-11-02 18:02:00;c73;a7579;5;t11256947
2023-11-02 18:02:00;c73;a5361;4;t11256947
2023-11-02 18:02:00;c73;a7838;3;t11256947
2023-11-02 18:02:00;c73;a6100;5;t11256947
2023-11-02 18:02:00;c73;a6699;3;t11256947
2023-11-02 18:02:00;c73;a8331;1;t11256947
2023-11-02 18:02:00;c73;a3028;5;t11256947
2023-11-02 18:02:00;c73;a7613;5;t11256947
2023-11-02 18:02:00;c73;a2442;1;t11256947
2023-11-02 18:02:00;c73;a0245;1;t11256947
2023-11-02 18:02:00;c73;a8155;3;t11256947
2023-11-02 18:02:00;c73;a7840;3;t11256947
2023-11-02 18:02:00;c73;a0088096;5;t11256947
2023-11-02 18:02:00;c73;a5572;1;t11256947
2023-11-02 18:02:00;c73;a7787;4;t11256947
