enter_date_time,customer_id,article_id,quantity,ticket_id
2023-11-02 15:02:00,c86,a8122,3,t11256960
2023-11-02 15:02:00,c86,a8155,4,t11256960
2023-11-02 15:02:00,c86,a0322,5,t11256960
2023-11-02 15:02:00,c86,a8264,4,t11256960
2023-11-02 15:02:00,c86,a2442,4,t11256960
2023-11-02 15:02:00,c86,a4514,5,t11256960
2023-11-02 15:02:00,c86,a8437,5,t11256960
2023-11-02 15:02:00,c86,a5882,4,t11256960
2023-11-02 15:02:00,c86,a7369,2,t11256960
2023-11-02 15:02:00,c86,a0206,5,t11256960
2023-11-02 15:02:00,c86,a7741,1,t11256960
2023-11-02 15:02:00,c86,a7755,4,t11256960
2023-11-02 15:02:00,c86,a5898,3,t11256960
2023-11-02 15:02:00,c86,a7589,4,t11256960
2023-11-02 15:02:00,c86,a8216,2,t11256960
2023-11-02 15:02:00,c86,a7630,2,t11256960
2023-11-02 15:02:00,c86,a8224,4,t11256960
2023-11-02 15:02:00,c86,a0021384,2,t11256960
