enter_date_time;customer_id;article_id;quantity;ticket_id
2023-11-02 14:42:00;c8;a5128;3;t11256882
2023-11-02 14:42:00;c8;a0021384;1;t11256882
2023-11-02 14:42:00;c8;a4481;2;t11256882
2023-11-02 14:42:00;c8;a3066;5;t11256882
2023-11-02 14:42:00;c8;a8084;1;t11256882
2023-11-02 14:42:00;c8;a2453;3;t11256882
2023-11-02 14:42:00;c8;a0218;4;t11256882
2023-11-02 14:42:00;c8;a8127;1;t11256882
2023-11-02 14:42:00;c8;a3248;5;t11256882
2023-11-02 14:42:00;c8;a0086760;3;t11256882
2023-11-02 14:42:00;c8;a8477;5;t11256882
2023-11-02 14:42:00;c8;a5498;5;t11256882
2023-11-02 14:42:00;c8;a8947;3;t11256882
2023-11-02 14:42:00;c8;a7835;1;t11256882
2023-11-02 14:42:00;c8;a8216;2;t11256882
2023-11-02 14:42:00;c8;a2111;4;t11256882
2023-11-02 14:42:00;c8;a8264;2;t11256882
2023-11-02 14:42:00;c8;a6649;2;t11256882
2023-11-02 14:42:00;c8;a6407;5;t11256882
2023-11-02 14:42:00;c8;a1624;1;t11256882
2023-11-02 14:42:00;c8;a0377;1;t11256882
2023-11-02 14:42:00;c8;a7369;5;t11256882
2023-11-02 14:42:00;c8;a0223;5;t11256882
