enter_date_time,customer_id,article_id,quantity,ticket_id
2023-11-02 18:07:00,c44,a9469,3,t11256918
2023-11-02 18:07:00,c44,a2880,5,t11256918
2023-11-02 18:07:00,c44,a8133,1,t11256918
2023-11-02 18:07:00,c44,a7550,2,t11256918
2023-11-02 18:07:00,c44,a0021965,1,t11256918
2023-11-02 18:07:00,c44,a5304,5,t11256918
2023-11-02 18:07:00,c44,a1628,3,t11256918
2023-11-02 18:07:00,c44,a7755,4,t11256918
2023-11-02 18:07:00,c44,a2884,4,t11256918
2023-11-02 18:07:00,c44,a7665,4,t11256918
2023-11-02 18:07:00,c44,a8183,3,t11256918
2023-11-02 18:07:00,c44,a5865,2,t11256918
2023-11-02 18:07:00,c44,a8092,2,t11256918
2023-11-02 18:07:00,c44,a1602,1,t11256918
2023-11-02 18:07:00,c44,a2400,3,t11256918
2023-11-02 18:07:00,c44,a8216,1,t11256918
2023-11-02 18:07:00,c44,a8495,5,t11256918
2023-11-02 18:07:00,c44,a3040,2,t11256918
2023-11-02 18:07:00,c44,a7630,1,t11256918
2023-11-02 18:07:00,c44,a7068,4,t11256918
2023-11-02 18:07:00,c44,a4294,5,t11256918
