enter_date_time,customer_id,article_id,quantity,ticket_id
2023-11-02 15:52:00,c68,a7824,3,t11256942
2023-11-02 15:52:00,c68,a7747,5,t11256942
2023-11-02 15:52:00,c68,a4487,3,t11256942
2023-11-02 15:52:00,c68,a8134,5,t11256942
2023-11-02 15:52:00,c68,a8153,2,t11256942
2023-11-02 15:52:00,c68,a7551,2,t11256942
2023-11-02 15:52:00,c68,a1618,4,t11256942
2023-11-02 15:52:00,c68,a5861,4,t11256942
2023-11-02 15:52:00,c68,a5835,5,t11256942
2023-11-02 15:52:00,c68,a0377,5,t11256942
2023-11-02 15:52:00,c68,a8455,1,t11256942
2023-11-02 15:52:00,c68,a5177,1,t11256942
2023-11-02 15:52:00,c68,a7787,3,t11256942
2023-11-02 15:52:00,c68,a4512,4,t11256942
2023-11-02 15:52:00,c68,a0322,1,t11256942
2023-11-02 15:52:00,c68,a5304,4,t11256942
2023-11-02 15:52:00,c68,a9373,1,t11256942
2023-11-02 15:52:00,c68,a9050,3,t11256942
2023-11-02 15:52:00,c68,a7338,5,t11256942
2023-11-02 15:52:00,c68,a7070,2,t11256942
2023-11-02 15:52:00,c68,a0211,2,t11256942
