enter_date_time;customer_id;article_id;quantity;ticket_id
2023-11-02 10:21:00;c4;a3248;5;t11256878
2023-11-02 10:21:00;c4;a1822;5;t11256878
2023-11-02 10:21:00;c4;a8947;2;t11256878
2023-11-02 10:21:00;c4;a8171;2;t11256878
2023-11-02 10:21:00;c4;a0209;4;t11256878
2023-11-02 10:21:00;c4;a8437;4;t11256878
2023-11-02 10:21:00;c4;a8114;1;t11256878
2023-11-02 10:21:00;c4;a1624;4;t11256878
2023-11-02 10:21:00;c4;a0236;4;t11256878
2023-11-02 10:21:00;c4;a7616;3;t11256878
2023-11-02 10:21:00;c4;a2131;1;t11256878
2023-11-02 10:21:00;c4;a8229;4;t11256878
2023-11-02 10:21:00;c4;a4512;4;t11256878
2023-11-02 10:21:00;c4;a0090927;2;t11256878
2023-11-02 10:21:00;c4;a3091;1;t11256878
2023-11-02 10:21:00;c4;a7516;4;t11256878
2023-11-02 10:21:00;c4;a3580;4;t11256878
2023-11-02 10:21:00;c4;a5129;5;t11256878
2023-11-02 10:21:00;c4;a2221;2;t11256878
2023-11-02 10:21:00;c4;a5920;4;t11256878
2023-11-02 10:21:00;c4;a8507;5;t11256878
2023-11-02 10:21:00;c4;a8454;1;t11256878
2023-11-02 10:21:00;c4;a6252;2;t11256878
2023-11-02 10:21:00;c4;a5870;3;t11256878
