enter_date_time;customer_id;article_id;quantity;ticket_id
2023-11-02 20:14:00;c87;a7662;1;t11256961
2023-11-02 20:14:00;c87;a7765;2;t11256961
2023-11-02 20:14:00;c87;a0206;1;t11256961
2023-11-02 20:14:00;c87;a0086903;1;t11256961
2023-11-02 20:14:00;c87;a8086;5;t11256961
2023-11-02 20:14:00;c87;a7755;2;t11256961
2023-11-02 20:14:00;c87;a0086760;3;t11256961
2023-11-02 20:14:00;c87;a1628;4;t11256961
2023-11-02 20:14:00;c87;a9318;1;t11256961
2023-11-02 20:14:00;c87;a7787;2;t11256961
2023-11-02 20:14:00;c87;a7550;3;t11256961
2023-11-02 20:14:00;c87;a2752;2;t11256961
2023-11-02 20:14:00;c87;a0211;4;t11256961
2023-11-02 20:14:00;c87;a8477;1;t11256961
2023-11-02 20:14:00;c87;a1817;5;t11256961
2023-11-02 20:14:00;c87;a0236;3;t11256961
2023-11-02 20:14:00;c87;a0225;4;t11256961
2023-11-02 20:14:00;c87;a9281;4;t11256961
2023-11-02 20:14:00;c87;a7582;2;t11256961
2023-11-02 20:14:00;c87;a5902;1;t11256961
2023-11-02 20:14:00;c87;a8433;4;t11256961
