enter_date_time,customer_id,article_id,quantity,ticket_id
2023-11-02 12:24:00,c23,a0020830,5,t11256897
2023-11-02 12:24:00,c23,a7639,4,t11256897
2023-11-02 12:24:00,c23,a8269,3,t11256897
2023-11-02 12:24:00,c23,a1624,4,t11256897
2023-11-02 12:24:00,c23,a0021803,4,t11256897
2023-11-02 12:24:00,c23,a2925,2,t11256897
2023-11-02 12:24:00,c23,a6449,1,t11256897
2023-11-02 12:24:00,c23,a0232,4,t11256897
2023-11-02 12:24:00,c23,a5177,3,t11256897
2023-11-02 12:24:00,c23,a8092,4,t11256897
2023-11-02 12:24:00,c23,a7683,1,t11256897
2023-11-02 12:24:00,c23,a8433,2,t11256897
2023-11-02 12:24:00,c23,a1834,5,t11256897
