enter_date_time;customer_id;article_id;quantity;ticket_id
2023-11-02 11:09:00;c72;a8447;3;t11256946
2023-11-02 11:09:00;c72;a7765;3;t11256946
2023-11-02 11:09:00;c72;a4355;5;t11256946
2023-11-02 11:09:00;c72;a7740;4;t11256946
2023-11-02 11:09:00;c72;a7616;5;t11256946
2023-11-02 11:09:00;c72;a2687;4;t11256946
2023-11-02 11:09:00;c72;a7848;4;t11256946
2023-11-02 11:09:00;c72;a2131;1;t11256946
2023-11-02 11:09:00;c72;a0211;4;t11256946
2023-11-02 11:09:00;c72;a6628;5;t11256946
2023-11-02 11:09:00;c72;a5898;3;t11256946
2023-11-02 11:09:00;c72;a9127;1;t11256946
2023-11-02 11:09:00;c72;a8215;2;t11256946
