enter_date_time,customer_id,article_id,quantity,ticket_id
2023-11-02 16:11:00,c80,a7369,5,t11256954
2023-11-02 16:11:00,c80,a2545,2,t11256954
2023-11-02 16:11:00,c80,a8229,4,t11256954
2023-11-02 16:11:00,c80,a1642,4,t11256954
2023-11-02 16:11:00,c80,a1834,5,t11256954
2023-11-02 16:11:00,c80,a8122,4,t11256954
2023-11-02 16:11:00,c80,a6117,3,t11256954
2023-11-02 16:11:00,c80,a5129,1,t11256954
2023-11-02 16:11:00,c80,a5858,1,t11256954
2023-11-02 16:11:00,c80,a0223,2,t11256954
2023-11-02 16:11:00,c80,a8447,5,t11256954
2023-11-02 16:11:00,c80,a7579,2,t11256954
2023-11-02 16:11:00,c80,a9372,1,t11256954
2023-11-02 16:11:00,c80,a8153,3,t11256954
2023-11-02 16:11:00,c80,a5824,5,t11256954
2023-11-02 16:11:00,c80,a0218,4,t11256954
