enter_date_time,customer_id,article_id,quantity,ticket_id
2023-11-02 14:22:00,c18,a8183,1,t11256892
2023-11-02 14:22:00,c18,a8455,2,t11256892
2023-11-02 14:22:00,c18,a6500,5,t11256892
2023-11-02 14:22:00,c18,a0225,2,t11256892
2023-11-02 14:22:00,c18,a7824,3,t11256892
2023-11-02 14:22:00,c18,a3580,2,t11256892
2023-11-02 14:22:00,c18,a7382,1,t11256892
2023-11-02 14:22:00,c18,a7663,1,t11256892
2023-11-02 14:22:00,c18,a1618,1,t11256892
2023-11-02 14:22:00,c18,a0020088,2,t11256892
2023-11-02 14:22:00,c18,a2656,5,t11256892
2023-11-02 14:22:00,c18,a7840,3,t11256892
