enter_date_time;customer_id;article_id;quantity;ticket_id
2023-11-02 19:47:00;c10;a7741;2;t11256884
2023-11-02 19:47:00;c10;a0088024;2;t11256884
2023-11-02 19:47:00;c10;a8183;5;t11256884
2023-11-02 19:47:00;c10;a0087147;3;t11256884
2023-11-02 19:47:00;c10;a6294;2;t11256884
2023-11-02 19:47:00;c10;a7885;3;t11256884
2023-11-02 19:47:00;c10;a2099;5;t11256884
2023-11-02 19:47:00;c10;a2221;1;t11256884
2023-11-02 19:47:00;c10;a1608;4;t11256884
2023-11-02 19:47:00;c10;a2503;2;t11256884
2023-11-02 19:47:00;c10;a7044;5;t11256884
2023-11-02 19:47:00;c10;a5233;1;t11256884
2023-11-02 19:47:00;c10;a2912;2;t11256884
2023-11-02 19:47:00;c10;a0010016;4;t11256884
2023-11-02 19:47:00;c10;a2543;2;t11256884
2023-11-02 19:47:00;c10;a6534;2;t11256884
2023-11-02 19:47:00;c10;a4294;1;t11256884
2023-11-02 19:47:00;c10;a8485;3;t11256884
