enter_date_time,customer_id,article_id,quantity,ticket_id
2023-11-02 19:33:00,c55,a1624,5,t11256929
2023-11-02 19:33:00,c55,a7760,1,t11256929
2023-11-02 19:33:00,c55,a8099,2,t11256929
2023-11-02 19:33:00,c55,a2884,5,t11256929
2023-11-02 19:33:00,c55,a8466,3,t11256929
2023-11-02 19:33:00,c55,a5304,2,t11256929
2023-11-02 19:33:00,c55,a2060,4,t11256929
2023-11-02 19:33:00,c55,a7630,2,t11256929
2023-11-02 19:33:00,c55,a8496,3,t11256929
2023-11-02 19:33:00,c55,a1813,5,t11256929
2023-11-02 19:33:00,c55,a0377,5,t11256929
2023-11-02 19:33:00,c55,a0021803,5,t11256929
2023-11-02 19:33:00,c55,a8417,5,t11256929
2023-11-02 19:33:00,c55,a5031,3,t11256929
2023-11-02 19:33:00,c55,a2453,3,t11256929
