enter_date_time,customer_id,article_id,quantity,ticket_id
2023-11-02 09:33:00,c75,a8947,3,t11256949
2023-11-02 09:33:00,c75,a8296,3,t11256949
2023-11-02 09:33:00,c75,a2352,4,t11256949
2023-11-02 09:33:00,c75,a8427,5,t11256949
2023-11-02 09:33:00,c75,a8155,5,t11256949
2023-11-02 09:33:00,c75,a2061,3,t11256949
2023-11-02 09:33:00,c75,a0211,4,t11256949
2023-11-02 09:33:00,c75,a7876,2,t11256949
2023-11-02 09:33:00,c75,a2412,3,t11256949
2023-11-02 09:33:00,c75,a5797,5,t11256949
2023-11-02 09:33:00,c75,a7338,2,t11256949
2023-11-02 09:33:00,c75,a7762,5,t11256949
2023-11-02 09:33:00,c75,a2221,1,t11256949
2023-11-02 09:33:00,c75,a5920,3,t11256949
